pid, gender, rank, rank_s, rank_cj, name, born, nation, category, bweight, snatch1, snatch2, snatch3, snatch, jerk1, jerk2, jerk3, jerk, total, event, date
5, m, 1, 1, 1, HIGASHINO Ryota, 19.09.1997, JPN, 55, 54.55, 100, *105, *105, 100, 120, *125, *130, 120, 220, Cup of the Blue Swords, 08.2019
6, w, 1, 1, 1, KONOTOP Kamila, 23.03.2001, UKR, 55, 54.80, 84, 87, 89, 89, 100, 104, 107, 107, 196, Cup of the Blue Swords, 08.2019
7, w, 2, 4, 2, LOCHOWSKA Joanna, 17.11.1988, POL, 55, 54.50, *80, 80, *84, 80, 104, *107, 107, 107, 187, Cup of the Blue Swords, 08.2019
8, w, 3, 3, 3, HERNANDEZ MARTIN Atenery, 10.12.1994, ESP, 55, 54.70, 80, 82, *84, 82, 100, *102, 102, 102, 184, Cup of the Blue Swords, 08.2019
9, w, 4, 2, 5, LEMMEN Stephanie Kristin, 05.09.1988, USA, 55, 54.90, 80, *83, 83, 83, 97, *100, *100, 97, 180, Cup of the Blue Swords, 08.2019
10, w, 5, 5, 4, MICHEL Anais, 12.01.1988, FRA, 55, 50.30, 77, 79, *81, 79, 95, 98, *101, 98, 177, Cup of the Blue Swords, 08.2019
11, w, , , , LORENTZ Manon Camille, 17.07.1991, FRA, 55, 50.70, *78, *78, *79, , , , , , 0, Cup of the Blue Swords, 08.2019
12, w, 1, 1, 1, BENTELI Konstantina, 24.08.1993, GRE, 59, 58.80, *90, *90, 90, 90, 108, 111, *115, 111, 201, Cup of the Blue Swords, 08.2019
13, w, 2, 2, 3, STERCKX Nina, 26.07.2002, BEL, 59, 55.15, 80, *83, 83, 83, *98, *102, 102, 102, 185, Cup of the Blue Swords, 08.2019
14, w, 3, 3, 2, EMERY Joelle, 07.03.1986, USA, 59, 58.50, *81, 81, *84, 81, 95, *102, 102, 102, 183, Cup of the Blue Swords, 08.2019
15, w, 4, 4, 4, JACOBSEN Rebekka Tao, 12.09.1996, NOR, 59, 57.55, 70, , , 70, 90, , , 90, 160, Cup of the Blue Swords, 08.2019
16, m, 1, 1, 1, HIRAI Kaito, 16.09.1998, JPN, 61, 59.20, 100, 105, *110, 105, 133, 140, 147, 147, 252, Cup of the Blue Swords, 08.2019
17, w, 1, 2, 1, KUSTERER Sabine Beate, 04.01.1991, GER, 64, 63.50, 91, 94, *97, 94, 110, 114, *116, 114, 208, Cup of the Blue Swords, 08.2019
18, w, 2, 1, 3, TCHAKOUNTE Dora Meiriama, 23.03.1995, FRA, 64, 60.05, 90, 94, *97, 94, *107, 107, 110, 110, 204, Cup of the Blue Swords, 08.2019
19, w, 3, 3, 2, SAARHELO Marianne Ellen Vilhelmiina, 16.02.1994, FIN, 64, 63.85, 87, 90, *92, 90, *110, 110, 114, 114, 204, Cup of the Blue Swords, 08.2019
20, w, , , , VUOHIJOKI Anni Teija Orvokki, 24.05.1988, FIN, 64, 63.70, *91, *92, *93, , , , , , 0, Cup of the Blue Swords, 08.2019
21, m, 1, 1, 1, PETROV Petr, 19.10.1989, CZE, 67, 66.95, 124, 128, 131, 131, 152, 158, 162, 162, 293, Cup of the Blue Swords, 08.2019
22, m, 2, 2, 2, CASTRO MARINO Victor, 18.12.1992, ESP, 67, 67.00, 125, *130, 130, 130, 145, 150, *155, 150, 280, Cup of the Blue Swords, 08.2019
23, m, 3, 4, 3, MAU Jon Luke, 02.10.1998, GER, 67, 64.80, 110, *114, 114, 114, 140, 145, 150, 150, 264, Cup of the Blue Swords, 08.2019
24, m, 4, 3, 4, GOTO Taiga, 03.03.1999, JPN, 67, 64.45, 115, *119, *119, 115, 135, *140, *140, 135, 250, Cup of the Blue Swords, 08.2019
25, w, 1, 1, 1, ALWINE Meredith Leigh, 08.06.1998, USA, 71, 70.90, 96, *100, 102, 102, 125, 130, *135, 130, 232, Cup of the Blue Swords, 08.2019
26, w, 2, 2, 2, SCHWEIZER Lisa Marie, 18.07.1995, GER, 71, 64.30, *90, 90, 93, 93, 104, 107, *110, 107, 200, Cup of the Blue Swords, 08.2019
27, m, 1, 2, 1, HERNANDEZ MENDOZA Acoran Juan, 30.12.1990, ESP, 73, 70.00, 130, 135, *140, 135, 158, 162, 165, 165, 300, Cup of the Blue Swords, 08.2019
28, m, 2, 1, 2, BRANDHUBER Simon Josef, 27.06.1991, GER, 73, 69.25, 135, 139, *142, 139, 155, 160, *165, 160, 299, Cup of the Blue Swords, 08.2019
29, m, , , , KINGUE MATAM Bernardin Ledoux, 20.05.1990, FRA, 73, 69.15, *138, *138, *139, , , , , , 0, Cup of the Blue Swords, 08.2019
30, w, 1, 1, 1, DEKHA Iryna, 14.05.1996, UKR, 76, 75.70, *103, 103, 105, 105, 120, 125, 130, 130, 235, Cup of the Blue Swords, 08.2019
31, w, 2, 2, 2, WIOR Jolanta Malgorzata, 22.09.1995, POL, 76, 73.30, 91, *93, *93, 91, 110, *113, *113, 110, 201, Cup of the Blue Swords, 08.2019
32, w, 3, 3, 3, MITSUKE Eri, 30.10.1992, JPN, 76, 71.05, *90, 90, *95, 90, 105, 110, *115, 110, 200, Cup of the Blue Swords, 08.2019
33, w, 4, 4, 4, HERTLOVA Simona, 04.03.1993, CZE, 76, 72.15, 83, 87, *90, 87, 103, *107, *109, 103, 190, Cup of the Blue Swords, 08.2019
34, w, , , , KOURTELIDOU Eleni, 14.04.1985, GRE, 76, 71.75, , , , , , , , , 0, Cup of the Blue Swords, 08.2019
35, w, 1, 2, 1, BRADLEY Jessie Nicole, 17.01.1997, USA, 81, 80.45, 99, 102, *105, 102, *130, 134, *139, 134, 236, Cup of the Blue Swords, 08.2019
36, m, 1, 1, 1, LANG Max Richard, 06.12.1992, GER, 81, 74.55, 140, 145, 147, 147, 170, 177, 182, 182, 329, Cup of the Blue Swords, 08.2019
37, w, 2, 1, 2, VALENTIN PEREZ Lidia, 10.02.1985, ESP, 81, 77.35, *103, 103, *106, 103, 120, , , 120, 223, Cup of the Blue Swords, 08.2019
38, w, 3, 3, 3, CHINEN Himeno, 12.08.1997, JPN, 81, 79.70, 90, 94, *97, 94, 115, *120, *120, 115, 209, Cup of the Blue Swords, 08.2019
39, w, , , , RIEGER Patricia, 25.08.1987, GER, 81, 78.80, , , , , , , , , 0, Cup of the Blue Swords, 08.2019
40, w, 1, 1, 1, VANBELLINGHEN Anna MarieJ A M, 10.03.1994, BEL, 87, 84.75, 99, *102, 104, 104, 118, *123, *123, 118, 222, Cup of the Blue Swords, 08.2019
41, w, 2, 2, 2, KONSTANTINIDI Eleni, 03.02.1995, GRE, 87, 86.35, *85, 85, 90, 90, 110, 115, *118, 115, 205, Cup of the Blue Swords, 08.2019
42, w, 3, 4, 3, KACZMARCZYK Kinga, 10.07.1997, POL, 87, 87.00, 75, *80, 80, 80, 105, 110, , 110, 190, Cup of the Blue Swords, 08.2019
43, w, 4, 3, 4, SKLENICKOVA Michaela, 07.05.1992, CZE, 87, 81.10, *80, 80, *85, 80, 100, 105, *108, 105, 185, Cup of the Blue Swords, 08.2019
44, w, , , , SCHROTH Nina, 16.08.1991, GER, 87, 82.95, *98, *98, , , , , , , 0, Cup of the Blue Swords, 08.2019
45, m, 1, 1, 1, IAKOVIDIS Theodoros, 12.02.1991, GRE, 89, 88.35, 155, *160, 160, 160, 185, 192, *196, 192, 352, Cup of the Blue Swords, 08.2019
46, m, 2, 2, 2, MUELLER Nico, 02.11.1993, GER, 89, 82.80, 145, 150, 155, 155, 180, 187, 192, 192, 347, Cup of the Blue Swords, 08.2019
47, m, 3, 3, 3, ZWARYCZ Krzysztof Maciej, 13.12.1990, POL, 89, 84.00, 145, 150, *155, 150, 175, 180, *185, 180, 330, Cup of the Blue Swords, 08.2019
48, m, 4, 4, 4, COOPER Travis Daniel, 27.01.1988, USA, 89, 88.55, *141, *141, 141, 141, *177, 179, *183, 179, 320, Cup of the Blue Swords, 08.2019
49, m, 5, 5, 5, TKAC Richard, 24.05.1985, SVK, 89, 84.40, 120, 125, , 125, 145, *150, 155, 155, 280, Cup of the Blue Swords, 08.2019
50, m, 1, 1, 1, JANG Yeonhak, 14.02.1997, KOR, 96, 94.80, 160, 165, *170, 165, 190, 195, *200, 195, 360, Cup of the Blue Swords, 08.2019
51, m, 2, 2, 6, PYROHOV Kyryl, 24.05.1998, UKR, 96, 94.05, 161, *166, *166, 161, *182, 182, 190, 190, 351, Cup of the Blue Swords, 08.2019
52, m, 3, 3, 4, KULIK Pawel, 29.04.1996, POL, 96, 94.80, 150, *155, 156, 156, 190, *196, *197, 190, 346, Cup of the Blue Swords, 08.2019
53, m, 4, 4, 3, SANCHEZ LOPEZ Manuel, 24.11.1991, ESP, 96, 95.80, 150, 155, *157, 155, 190, *195, *197, 190, 345, Cup of the Blue Swords, 08.2019
54, m, 5, 5, 7, MARKOULAS Georgios, 16.11.1982, GRE, 96, 95.90, 148, 153, *156, 153, 185, *193, *193, 185, 338, Cup of the Blue Swords, 08.2019
55, m, 6, 9, 2, VAUTARD Brandon Robert Jean, 09.09.1996, FRA, 96, 93.30, *139, *139, 139, 139, 191, 195, *201, 195, 334, Cup of the Blue Swords, 08.2019
56, m, 7, 7, 5, SAMKO Karol, 09.03.1990, SVK, 96, 92.90, 135, 140, 142, 142, *185, 190, *193, 190, 332, Cup of the Blue Swords, 08.2019
57, m, 8, 6, 8, GRELA Lukasz Roman, 25.11.1986, POL, 96, 96.00, *150, 150, , 150, 176, , , 176, 326, Cup of the Blue Swords, 08.2019
58, m, 9, 8, 9, ADAMUS Bartlomiej Stefan, 12.05.2000, POL, 96, 90.80, 140, *145, *145, 140, 170, 175, *180, 175, 315, Cup of the Blue Swords, 08.2019
59, m, , , , KAIKILEKOFE Israel Setino, 19.11.1997, FRA, 96, 91.75, *148, *148, *148, , , , , , 0, Cup of the Blue Swords, 08.2019
60, m, 1, 1, 1, SPIESS Jurgen Christian, 26.03.1984, GER, 102, 98.75, 148, *153, 153, 153, 185, *190, 195, 195, 348, Cup of the Blue Swords, 08.2019
61, m, 2, 2, 2, GASIOR Jiri, 24.01.1991, CZE, 102, 101.60, *140, 140, *144, 140, 175, 180, *184, 180, 320, Cup of the Blue Swords, 08.2019
62, m, 1, 1, 1, MARTIROSJAN Sargis, 14.09.1986, AUT, 109, 108.55, 172, 176, *180, 176, 195, 200, 207, 207, 383, Cup of the Blue Swords, 08.2019
63, m, 2, 2, 2, REVA Kostiantyn, 04.08.1993, UKR, 109, 102.90, 160, *165, *165, 160, 190, 200, *210, 200, 360, Cup of the Blue Swords, 08.2019
64, m, 3, 3, 3, KRYWULT Patrik, 25.08.1990, CZE, 109, 107.75, 150, 155, 158, 158, 180, *190, *190, 180, 338, Cup of the Blue Swords, 08.2019
65, m, , , , KOVAC Matej, 01.06.1992, SVK, 109, 108.95, , , , , , , , , 0, Cup of the Blue Swords, 08.2019
66, w, 1, 1, 1, FISCHER Sarah, 09.11.2000, AUT, p87, 90.35, 95, *100, *100, 95, 115, 120, 129, 129, 224, Cup of the Blue Swords, 08.2019
67, w, 2, 3, 2, KRALOVA Tereza, 22.10.1989, CZE, p87, 90.75, 75, 80, 83, 83, 90, *95, *95, 90, 173, Cup of the Blue Swords, 08.2019
68, w, , 2, , MIERZEJEWSKA Aleksandra Emilia, 05.03.1992, POL, p87, 141.10, 90, 95, *100, 95, , , , , 0, Cup of the Blue Swords, 08.2019
69, m, 1, 1, 1, ORSAG Jiri, 05.01.1989, CZE, p109, 130.70, *175, 175, *180, 175, 222, 238, *261, 238, 413, Cup of the Blue Swords, 08.2019
70, m, 2, 2, 2, RUIZ I VELASCO Marcos, 13.10.1996, ESP, p109, 112.65, 160, 170, 175, 175, 195, , , 195, 370, Cup of the Blue Swords, 08.2019
71, m, , , , MICHALSKI Arkadiusz, 07.01.1990, POL, p109, 111.35, *165, *165, , , , , , , 0, Cup of the Blue Swords, 08.2019
72, m, , , , KUCERA Kamil, 19.03.1985, CZE, p109, 153.10, *175, *180, *180, , , , , , 0, Cup of the Blue Swords, 08.2019
73, m, , , , COULLET Anthony Jean Pierre, 10.01.1997, FRA, p109, 148.35, *158, *158, *158, , , , , , 0, Cup of the Blue Swords, 08.2019
0, w, 1, 1, 1, SUZUKI Rira, 06.09.1998, JPN, 45, 44.95, 68, 71, *74, 71, 92, *95, *98, 92, 163, Cup of the Blue Swords, 08.2019
1, w, 1, 1, 2, WRIGHT Sarah Elizabeth, 04.02.1992, USA, 49, 48.45, 72, *75, *75, 72, *91, 91, *96, 91, 163, Cup of the Blue Swords, 08.2019
2, w, 2, 2, 1, PIPILIARIDOU Maria, 30.09.1986, GRE, 49, 48.95, 68, 71, *72, 71, *91, 91, *95, 91, 162, Cup of the Blue Swords, 08.2019
3, w, 3, 3, 3, YANAGIDA Mizuki, 05.09.1992, JPN, 49, 48.95, 66, 68, 70, 70, 85, *91, 91, 91, 161, Cup of the Blue Swords, 08.2019
4, w, 4, 4, 4, ANDO Chisuzu, 17.01.2001, JPN, 49, 48.80, 66, *68, *68, 66, 80, 83, *86, 83, 149, Cup of the Blue Swords, 08.2019
5, m, 1, 1, 1, HIGASHINO Ryota, 19.09.1997, JPN, 55, 54.55, 100, *105, *105, 100, 120, *125, *130, 120, 220, Cup of the Blue Swords, 08.2019
6, w, 1, 1, 1, KONOTOP Kamila, 23.03.2001, UKR, 55, 54.80, 84, 87, 89, 89, 100, 104, 107, 107, 196, Cup of the Blue Swords, 08.2019
7, w, 2, 4, 2, LOCHOWSKA Joanna, 17.11.1988, POL, 55, 54.50, *80, 80, *84, 80, 104, *107, 107, 107, 187, Cup of the Blue Swords, 08.2019
8, w, 3, 3, 3, HERNANDEZ MARTIN Atenery, 10.12.1994, ESP, 55, 54.70, 80, 82, *84, 82, 100, *102, 102, 102, 184, Cup of the Blue Swords, 08.2019
9, w, 4, 2, 5, LEMMEN Stephanie Kristin, 05.09.1988, USA, 55, 54.90, 80, *83, 83, 83, 97, *100, *100, 97, 180, Cup of the Blue Swords, 08.2019
10, w, 5, 5, 4, MICHEL Anais, 12.01.1988, FRA, 55, 50.30, 77, 79, *81, 79, 95, 98, *101, 98, 177, Cup of the Blue Swords, 08.2019
11, w, , , , LORENTZ Manon Camille, 17.07.1991, FRA, 55, 50.70, *78, *78, *79, , , , , , 0, Cup of the Blue Swords, 08.2019
12, w, 1, 1, 1, BENTELI Konstantina, 24.08.1993, GRE, 59, 58.80, *90, *90, 90, 90, 108, 111, *115, 111, 201, Cup of the Blue Swords, 08.2019
13, w, 2, 2, 3, STERCKX Nina, 26.07.2002, BEL, 59, 55.15, 80, *83, 83, 83, *98, *102, 102, 102, 185, Cup of the Blue Swords, 08.2019
14, w, 3, 3, 2, EMERY Joelle, 07.03.1986, USA, 59, 58.50, *81, 81, *84, 81, 95, *102, 102, 102, 183, Cup of the Blue Swords, 08.2019
15, w, 4, 4, 4, JACOBSEN Rebekka Tao, 12.09.1996, NOR, 59, 57.55, 70, , , 70, 90, , , 90, 160, Cup of the Blue Swords, 08.2019
16, m, 1, 1, 1, HIRAI Kaito, 16.09.1998, JPN, 61, 59.20, 100, 105, *110, 105, 133, 140, 147, 147, 252, Cup of the Blue Swords, 08.2019
17, w, 1, 2, 1, KUSTERER Sabine Beate, 04.01.1991, GER, 64, 63.50, 91, 94, *97, 94, 110, 114, *116, 114, 208, Cup of the Blue Swords, 08.2019
18, w, 2, 1, 3, TCHAKOUNTE Dora Meiriama, 23.03.1995, FRA, 64, 60.05, 90, 94, *97, 94, *107, 107, 110, 110, 204, Cup of the Blue Swords, 08.2019
19, w, 3, 3, 2, SAARHELO Marianne Ellen Vilhelmiina, 16.02.1994, FIN, 64, 63.85, 87, 90, *92, 90, *110, 110, 114, 114, 204, Cup of the Blue Swords, 08.2019
20, w, , , , VUOHIJOKI Anni Teija Orvokki, 24.05.1988, FIN, 64, 63.70, *91, *92, *93, , , , , , 0, Cup of the Blue Swords, 08.2019
21, m, 1, 1, 1, PETROV Petr, 19.10.1989, CZE, 67, 66.95, 124, 128, 131, 131, 152, 158, 162, 162, 293, Cup of the Blue Swords, 08.2019
22, m, 2, 2, 2, CASTRO MARINO Victor, 18.12.1992, ESP, 67, 67.00, 125, *130, 130, 130, 145, 150, *155, 150, 280, Cup of the Blue Swords, 08.2019
23, m, 3, 4, 3, MAU Jon Luke, 02.10.1998, GER, 67, 64.80, 110, *114, 114, 114, 140, 145, 150, 150, 264, Cup of the Blue Swords, 08.2019
24, m, 4, 3, 4, GOTO Taiga, 03.03.1999, JPN, 67, 64.45, 115, *119, *119, 115, 135, *140, *140, 135, 250, Cup of the Blue Swords, 08.2019
25, w, 1, 1, 1, ALWINE Meredith Leigh, 08.06.1998, USA, 71, 70.90, 96, *100, 102, 102, 125, 130, *135, 130, 232, Cup of the Blue Swords, 08.2019
26, w, 2, 2, 2, SCHWEIZER Lisa Marie, 18.07.1995, GER, 71, 64.30, *90, 90, 93, 93, 104, 107, *110, 107, 200, Cup of the Blue Swords, 08.2019
27, m, 1, 2, 1, HERNANDEZ MENDOZA Acoran Juan, 30.12.1990, ESP, 73, 70.00, 130, 135, *140, 135, 158, 162, 165, 165, 300, Cup of the Blue Swords, 08.2019
28, m, 2, 1, 2, BRANDHUBER Simon Josef, 27.06.1991, GER, 73, 69.25, 135, 139, *142, 139, 155, 160, *165, 160, 299, Cup of the Blue Swords, 08.2019
29, m, , , , KINGUE MATAM Bernardin Ledoux, 20.05.1990, FRA, 73, 69.15, *138, *138, *139, , , , , , 0, Cup of the Blue Swords, 08.2019
30, w, 1, 1, 1, DEKHA Iryna, 14.05.1996, UKR, 76, 75.70, *103, 103, 105, 105, 120, 125, 130, 130, 235, Cup of the Blue Swords, 08.2019
31, w, 2, 2, 2, WIOR Jolanta Malgorzata, 22.09.1995, POL, 76, 73.30, 91, *93, *93, 91, 110, *113, *113, 110, 201, Cup of the Blue Swords, 08.2019
32, w, 3, 3, 3, MITSUKE Eri, 30.10.1992, JPN, 76, 71.05, *90, 90, *95, 90, 105, 110, *115, 110, 200, Cup of the Blue Swords, 08.2019
33, w, 4, 4, 4, HERTLOVA Simona, 04.03.1993, CZE, 76, 72.15, 83, 87, *90, 87, 103, *107, *109, 103, 190, Cup of the Blue Swords, 08.2019
34, w, , , , KOURTELIDOU Eleni, 14.04.1985, GRE, 76, 71.75, , , , , , , , , 0, Cup of the Blue Swords, 08.2019
35, w, 1, 2, 1, BRADLEY Jessie Nicole, 17.01.1997, USA, 81, 80.45, 99, 102, *105, 102, *130, 134, *139, 134, 236, Cup of the Blue Swords, 08.2019
36, m, 1, 1, 1, LANG Max Richard, 06.12.1992, GER, 81, 74.55, 140, 145, 147, 147, 170, 177, 182, 182, 329, Cup of the Blue Swords, 08.2019
37, w, 2, 1, 2, VALENTIN PEREZ Lidia, 10.02.1985, ESP, 81, 77.35, *103, 103, *106, 103, 120, , , 120, 223, Cup of the Blue Swords, 08.2019
38, w, 3, 3, 3, CHINEN Himeno, 12.08.1997, JPN, 81, 79.70, 90, 94, *97, 94, 115, *120, *120, 115, 209, Cup of the Blue Swords, 08.2019
39, w, , , , RIEGER Patricia, 25.08.1987, GER, 81, 78.80, , , , , , , , , 0, Cup of the Blue Swords, 08.2019
40, w, 1, 1, 1, VANBELLINGHEN Anna MarieJ A M, 10.03.1994, BEL, 87, 84.75, 99, *102, 104, 104, 118, *123, *123, 118, 222, Cup of the Blue Swords, 08.2019
41, w, 2, 2, 2, KONSTANTINIDI Eleni, 03.02.1995, GRE, 87, 86.35, *85, 85, 90, 90, 110, 115, *118, 115, 205, Cup of the Blue Swords, 08.2019
42, w, 3, 4, 3, KACZMARCZYK Kinga, 10.07.1997, POL, 87, 87.00, 75, *80, 80, 80, 105, 110, , 110, 190, Cup of the Blue Swords, 08.2019
43, w, 4, 3, 4, SKLENICKOVA Michaela, 07.05.1992, CZE, 87, 81.10, *80, 80, *85, 80, 100, 105, *108, 105, 185, Cup of the Blue Swords, 08.2019
44, w, , , , SCHROTH Nina, 16.08.1991, GER, 87, 82.95, *98, *98, , , , , , , 0, Cup of the Blue Swords, 08.2019
45, m, 1, 1, 1, IAKOVIDIS Theodoros, 12.02.1991, GRE, 89, 88.35, 155, *160, 160, 160, 185, 192, *196, 192, 352, Cup of the Blue Swords, 08.2019
46, m, 2, 2, 2, MUELLER Nico, 02.11.1993, GER, 89, 82.80, 145, 150, 155, 155, 180, 187, 192, 192, 347, Cup of the Blue Swords, 08.2019
47, m, 3, 3, 3, ZWARYCZ Krzysztof Maciej, 13.12.1990, POL, 89, 84.00, 145, 150, *155, 150, 175, 180, *185, 180, 330, Cup of the Blue Swords, 08.2019
48, m, 4, 4, 4, COOPER Travis Daniel, 27.01.1988, USA, 89, 88.55, *141, *141, 141, 141, *177, 179, *183, 179, 320, Cup of the Blue Swords, 08.2019
49, m, 5, 5, 5, TKAC Richard, 24.05.1985, SVK, 89, 84.40, 120, 125, , 125, 145, *150, 155, 155, 280, Cup of the Blue Swords, 08.2019
50, m, 1, 1, 1, JANG Yeonhak, 14.02.1997, KOR, 96, 94.80, 160, 165, *170, 165, 190, 195, *200, 195, 360, Cup of the Blue Swords, 08.2019
51, m, 2, 2, 6, PYROHOV Kyryl, 24.05.1998, UKR, 96, 94.05, 161, *166, *166, 161, *182, 182, 190, 190, 351, Cup of the Blue Swords, 08.2019
52, m, 3, 3, 4, KULIK Pawel, 29.04.1996, POL, 96, 94.80, 150, *155, 156, 156, 190, *196, *197, 190, 346, Cup of the Blue Swords, 08.2019
53, m, 4, 4, 3, SANCHEZ LOPEZ Manuel, 24.11.1991, ESP, 96, 95.80, 150, 155, *157, 155, 190, *195, *197, 190, 345, Cup of the Blue Swords, 08.2019
54, m, 5, 5, 7, MARKOULAS Georgios, 16.11.1982, GRE, 96, 95.90, 148, 153, *156, 153, 185, *193, *193, 185, 338, Cup of the Blue Swords, 08.2019
55, m, 6, 9, 2, VAUTARD Brandon Robert Jean, 09.09.1996, FRA, 96, 93.30, *139, *139, 139, 139, 191, 195, *201, 195, 334, Cup of the Blue Swords, 08.2019
56, m, 7, 7, 5, SAMKO Karol, 09.03.1990, SVK, 96, 92.90, 135, 140, 142, 142, *185, 190, *193, 190, 332, Cup of the Blue Swords, 08.2019
57, m, 8, 6, 8, GRELA Lukasz Roman, 25.11.1986, POL, 96, 96.00, *150, 150, , 150, 176, , , 176, 326, Cup of the Blue Swords, 08.2019
58, m, 9, 8, 9, ADAMUS Bartlomiej Stefan, 12.05.2000, POL, 96, 90.80, 140, *145, *145, 140, 170, 175, *180, 175, 315, Cup of the Blue Swords, 08.2019
59, m, , , , KAIKILEKOFE Israel Setino, 19.11.1997, FRA, 96, 91.75, *148, *148, *148, , , , , , 0, Cup of the Blue Swords, 08.2019
60, m, 1, 1, 1, SPIESS Jurgen Christian, 26.03.1984, GER, 102, 98.75, 148, *153, 153, 153, 185, *190, 195, 195, 348, Cup of the Blue Swords, 08.2019
61, m, 2, 2, 2, GASIOR Jiri, 24.01.1991, CZE, 102, 101.60, *140, 140, *144, 140, 175, 180, *184, 180, 320, Cup of the Blue Swords, 08.2019
62, m, 1, 1, 1, MARTIROSJAN Sargis, 14.09.1986, AUT, 109, 108.55, 172, 176, *180, 176, 195, 200, 207, 207, 383, Cup of the Blue Swords, 08.2019
63, m, 2, 2, 2, REVA Kostiantyn, 04.08.1993, UKR, 109, 102.90, 160, *165, *165, 160, 190, 200, *210, 200, 360, Cup of the Blue Swords, 08.2019
64, m, 3, 3, 3, KRYWULT Patrik, 25.08.1990, CZE, 109, 107.75, 150, 155, 158, 158, 180, *190, *190, 180, 338, Cup of the Blue Swords, 08.2019
65, m, , , , KOVAC Matej, 01.06.1992, SVK, 109, 108.95, , , , , , , , , 0, Cup of the Blue Swords, 08.2019
66, w, 1, 1, 1, FISCHER Sarah, 09.11.2000, AUT, p87, 90.35, 95, *100, *100, 95, 115, 120, 129, 129, 224, Cup of the Blue Swords, 08.2019
67, w, 2, 3, 2, KRALOVA Tereza, 22.10.1989, CZE, p87, 90.75, 75, 80, 83, 83, 90, *95, *95, 90, 173, Cup of the Blue Swords, 08.2019
68, w, , 2, , MIERZEJEWSKA Aleksandra Emilia, 05.03.1992, POL, p87, 141.10, 90, 95, *100, 95, , , , , 0, Cup of the Blue Swords, 08.2019
69, m, 1, 1, 1, ORSAG Jiri, 05.01.1989, CZE, p109, 130.70, *175, 175, *180, 175, 222, 238, *261, 238, 413, Cup of the Blue Swords, 08.2019
70, m, 2, 2, 2, RUIZ I VELASCO Marcos, 13.10.1996, ESP, p109, 112.65, 160, 170, 175, 175, 195, , , 195, 370, Cup of the Blue Swords, 08.2019
71, m, , , , MICHALSKI Arkadiusz, 07.01.1990, POL, p109, 111.35, *165, *165, , , , , , , 0, Cup of the Blue Swords, 08.2019
72, m, , , , KUCERA Kamil, 19.03.1985, CZE, p109, 153.10, *175, *180, *180, , , , , , 0, Cup of the Blue Swords, 08.2019
73, m, , , , COULLET Anthony Jean Pierre, 10.01.1997, FRA, p109, 148.35, *158, *158, *158, , , , , , 0, Cup of the Blue Swords, 08.2019
0, w, 1, 1, 1, BERRIO ZULUAGA Manuela Andrea, 18.06.2000, COL, 45, 44.65, 69, 72, 74, 74, 90, 93, 96, 96, 170, South American Championships, 05.2019
1, w, 2, 2, 2, QUINTANA MENDOZA Rosielis Coromoto, 18.03.2000, VEN, 45, 44.70, 68, 71, *74, 71, 86, 90, *94, 90, 161, South American Championships, 05.2019
2, w, 3, 3, 3, CUEVA URIBE Fiorella Francesca, 04.02.1998, PER, 45, 44.65, 65, 67, *69, 67, 80, 85, 89, 89, 156, South American Championships, 05.2019
3, w, 4, 4, 4, BENAVIDES ZAMBRANO Maria Del Cisne, 06.04.1996, ECU, 45, 45.00, 61, *66, 66, 66, 72, *76, *76, 72, 138, South American Championships, 05.2019
4, w, 5, 5, 5, SALDARRIAGA YOVERA  Anali Paola, 21.10.2003, PER, 45, 44.75, 53, 57, 60, 60, 70, *73, *73, 70, 130, South American Championships, 05.2019
5, w, 1, 2, 2, ROSA FIGUEIREDO Nathasha, 16.01.1996, BRA, 49, 48.95, 75, 78, *80, 78, 92, 96, *98, 96, 174, South American Championships, 05.2019
6, w, 2, 3, 1, CAMPOVERDE ALMEIDA Angelica Mercedes, 31.05.1996, ECU, 49, 48.60, 73, 76, 77, 77, 93, 97, *98, 97, 174, South American Championships, 05.2019
7, w, 3, 4, 3, ECHANDIA ZARATE Katherin Oriana, 14.08.2001, VEN, 49, 48.35, 71, *75, 75, 75, 91, 95, *98, 95, 170, South American Championships, 05.2019
8, w, 4, 1, 4, OLIVEIRA MADEIRA Luana, 31.01.1998, BRA, 49, 48.90, 73, 76, 79, 79, 90, *94, *95, 90, 169, South American Championships, 05.2019
9, w, 5, 5, 6, SANTOYA ORTIZ Yineth Milena, 06.08.2001, COL, 49, 48.95, 66, 70, *74, 70, 80, *85, *85, 80, 150, South American Championships, 05.2019
10, w, 6, 6, 5, LANDEROS LOPEZ Katherine Ignacia, 19.01.1991, CHI, 49, 48.80, 64, *68, *68, 64, *84, 85, *88, 85, 149, South American Championships, 05.2019
11, m, 1, 1, 1, GARCIA PEREZ Jairo Luis, 02.08.2000, COL, 55, 54.80, 105, *110, *110, 105, 130, 133, 136, 136, 241, South American Championships, 05.2019
12, w, 1, 1, 3, RODRIGUEZ GOMEZ Genesis Lourdes, 17.07.1994, VEN, 55, 54.75, 90, 95, *98, 95, 111, *114, *114, 111, 206, South American Championships, 05.2019
13, m, 2, 2, 2, VIVEROS SANCHEZ Hector Andres, 14.11.2000, COL, 55, 55.00, 105, *109, *109, 105, *131, 131, 135, 135, 240, South American Championships, 05.2019
